id,name,vernacular_name,category,type,state_ut,district_city,latitude,longitude,asi_id,unesco_ref,dynasty_ruler,period_century,architectural_style,materials_construction,dimensions_area,sub_features_scannable,combat_historical_narrative,tactical_visiting_info,nearby_cluster,government_source,kaggle_sources,vision_class_label,photo_url
IND-HER-11,Rani ki Vav (The Queen's Stepwell),રાણકી વાવ (Rani ki Vav),UNESCO World Heritage Site,Subterranean Stepwell Hydraulic Sanctuary,Gujarat,"Patan District, Patan",23.8589,72.1018,W-GJ-1,922 (Inscribed 2014),Chaulukya / Solanki Dynasty (Queen Udayamati for King Bhima I),1063 – 1083 CE (11th Century),Māru-Gurjara Subterranean Temple Architecture,"Dhrangadhra Sandstone with interlocking dry-stone masonry, Lime mortar",Length: 64 m (210 ft); Width: 20 m (66 ft); Depth: 28 m (92 ft) across 7 terraced levels,"Seven Subterranean Stepped Terraces, Central Sheshashayi Vishnu reclining on Sheshanaga, Dashavatara (10 avatars of Vishnu) wall panels, 500 major sculptures, Circular deep well shaft","Designed as an inverted temple highlighting the sacredness of water in the arid desert of Gujarat. Built by Queen Udayamati as a memorial stepwell for her deceased husband King Bhima I. Silted over by the Saraswati River floods for over 800 years, which miraculously preserved its 500 master stone reliefs in mint condition until excavated by ASI in the 1980s. Featured on the new Indian ₹100 currency note.",Open 08:00 AM to 06:00 PM daily. Excellent wheelchair accessibility down to terrace level 1. Best morning lighting for photography.,"Patan Patola Saree Weaving Center (2 km), Modhera Sun Temple (35 km), Sidhpur Havelis (30 km)",Archaeological Survey of India (Vadodara Circle) & UNESCO WHC Dossier No. 922,pranavgautam29/indian-historical-monuments; danushkumarv/indian-monuments-image-dataset,rani_ki_vav,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8f/Rani_ki_vav_-_Patan_-_Gujarat_-_Wall_Decorations.jpg/960px-Rani_ki_vav_-_Patan_-_Gujarat_-_Wall_Decorations.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-12,Group of Monuments at Mahabalipuram,மாமல்லபுரம் சிற்பங்கள் (Mamallapuram),UNESCO World Heritage Site,Monolithic Rock-Cut & Structural Temples,Tamil Nadu,"Chengalpattu District, Mamallapuram",12.6269,80.1927,S-TN-1,249 (Inscribed 1984),Pallava Dynasty (Narasimhavarman I Mamalla & Rajasimha),7th – 8th Century CE,Early Dravidian Pallava Rock-Cut & Structural Architecture,"Grey Granite Boulders, Monolithic Diorite Outcrops, Dressed coastal granite blocks",Relief: 29m x 13m; Pancha Rathas monolithic campus; Shore temple twin structural towers,"Shore Temple facing Bay of Bengal, Descent of the Ganges (Arjuna's Penance) Bas-Relief, Pancha Rathas (Dharmaraja, Bhima, Arjuna, Nakula-Sahadeva, Draupadi), Krishna's Butterball (250-ton precariously balanced boulder)","Built as the primary naval and merchant port of the Pallava Empire trading with Sri Lanka, Java, and China. 'Descent of the Ganges' is one of the world's largest open-air rock bas-reliefs, carved onto two monolithic boulders with a natural cleft depicting the cosmic descent of the sacred river. Survived the catastrophic 2004 Indian Ocean Tsunami, which exposed submerged foundational temple blocks offshore.",Open 06:00 AM to 06:00 PM daily. Combined entry ticket covers Shore Temple and Five Rathas. Distance from Chennai: 55 km via scenic East Coast Road (ECR).,"DakshinaChitra Heritage Museum (30 km), Kanchipuram Temple City (65 km), Chennai (55 km)",Archaeological Survey of India (Chennai Circle) & UNESCO WHC Dossier No. 249,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f0/Mahabalipuram_Shore_Temple%2C_Tamil_Nadu.jpg/960px-Mahabalipuram_Shore_Temple%2C_Tamil_Nadu.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-13,Buddhist Monuments at Sanchi (Great Stupa 1),सांची का महान स्तूप (Sanchi Stupa),UNESCO World Heritage Site,Buddhist Reliquary Stupa & Monastic Complex,Madhya Pradesh,"Raisen District, Sanchi",23.4794,77.7397,C-MP-2,524 (Inscribed 1989),"Maurya Empire (Emperor Ashoka), Shunga & Satavahana Dynasties",3rd Century BCE – 1st Century CE,Classical Buddhist Stupa with Torana Gateways,"Local Sandstone Blocks, Core burnt brick hemispherical dome, Polished Chunar stone Ashokan Pillar",Dome Height: 16.5 m (54 ft); Dome Diameter: 36.5 m (120 ft); Four 10m high Toranas,"Four Ornate Torana Gateways (North, South, East, West), Shalabhanjika Yakshi Bracket figures, Ashoka Lion Pillar Capital fragment, Circumambulatory Pradakshina Path, Great Bowl, Stupa 3","Oldest stone structure in India, originally commissioned by Emperor Ashoka over the relics of the Buddha. The elaborate stone Torana gateways added by Satavahana craftsmen mimic earlier wooden carpentry techniques, illustrating Jataka stories and the life of Gautama Buddha in aniconic symbolic form (Bodhi tree, throne, footprints, dharmachakra).",Open sunrise to sunset. ASI on-site archaeological museum displays original Mauryan pillar capitals. Nearest major junction: Bhopal (46 km).,"Udayagiri Caves (10 km), Vidisha Heliodorus Pillar (12 km), Tropic of Cancer Marker (15 km)",Archaeological Survey of India (Bhopal Circle) & UNESCO Dossier No. 524,pranavgautam29/indian-historical-monuments; danushkumarv/indian-monuments-image-dataset,sanchi_stupa,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/19/Buddha_Statue%2C_Sanchi_01.jpg/960px-Buddha_Statue%2C_Sanchi_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-14,Brihadisvara Temple (Peruvudaiyar Kovil),தஞ்சைப் பெருவுடையார் கோயில் (Brihadisvara),UNESCO World Heritage Site,Great Living Chola Temple,Tamil Nadu,"Thanjavur District, Thanjavur",10.7828,79.1318,S-TN-2,250bis (Inscribed 1987),Chola Dynasty (Emperor Rajaraja Chola I),1003 – 1010 CE (11th Century),Apex Dravidian Chola Temple Architecture,"Interlocking Monolithic Granite Blocks (Dry-masonry without mortar), Chola fresco tempera",Vimana Height: 66 m (216 ft); Kumbam (Cap-stone) Weight: 80 tonnes; Monolithic Nandi: 20 tonnes,"16-Storey Pyramidal Vimana, 80-tonne Single Granite Kumbam Capstone, Monolithic Nandi Bull Pavilion, Chola Frescoes in Inner Ambulatory, Epigraphical Tamil Inscriptions of Chola Donors","Dedicated to Lord Shiva as Dakshinamurti and Rajarajeshwaram. Built to celebrate Emperor Rajaraja I's oceanic and northern conquests. Over 130,000 tonnes of granite were hauled to the site despite no granite quarries existing within 60 km. The 80-tonne granite octagonal apex stone was rolled to the top of the 66-meter tower using an inclined earthen ramp over 6 km long.",Open 06:00 AM to 12:30 PM & 04:00 PM to 08:30 PM. Living temple with daily poojas. Barefoot entry inside inner sanctum mandatory.,"Thanjavur Maratha Palace & Saraswathi Mahal Library (1.5 km), Gangaikonda Cholapuram (70 km), Kumbakonam (40 km)",Archaeological Survey of India (Trichy Circle) & HR&CE Department Tamil Nadu,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dd/Brihadisvara_Temple_during_Maha_Shivaratri-WUS03611_%28edit%29.jpg/960px-Brihadisvara_Temple_during_Maha_Shivaratri-WUS03611_%28edit%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-15,Hawa Mahal (Palace of Winds),हवा महल (Hawa Mahal),Centrally Protected Monument (ASI),Rajput Screened Palace Pavilion,Rajasthan,"Jaipur District, Jaipur (Pink City)",26.9239,75.8267,W-RJ-1,Component of Jaipur City UNESCO Site 1478,Kachwaha Rajput Dynasty (Maharaja Sawai Pratap Singh),1799 CE (Late 18th Century),Rajput-Mughal Fusion (Form of Lord Krishna's Mukut/Crown),"Local Pink and Red Banded Sandstone, White Chunam (Lime) plaster detailing",Height: 15 m (50 ft); 5 Storeys; Only 20 cm thick at the top floor wall,"953 Intricately Carved Jharokhas (Oriel Screen Windows), Venturi Effect Air Circulation Channels, Autumn (Sharad) & Light (Prakash) Mandirs, Stained Glass Windows, Courtyard Fountains","Designed by Lal Chand Ustad in the shape of Lord Krishna's crown. The 953 honeycombed jharokha casements allowed royal purdah-observing women to observe daily bazaar life, religious processions, and military parades unseen from the street. The unique microclimate channels harness the Venturi effect, maintaining breezy temperatures even during scorching 45°C Rajasthani summers.",Open 09:00 AM to 05:00 PM. Best front facade photography: Early morning (07:30 to 09:00 AM) when the rising sun illuminates the pink stone. Rooftop cafes directly opposite provide bird's-eye views.,"City Palace Jaipur (300m), Jantar Mantar (400m), Albert Hall Museum (2 km)",Archaeological Survey of India (Jaipur Circle) & Department of Archaeology Rajasthan,pranavgautam29/indian-historical-monuments,,https://upload.wikimedia.org/wikipedia/commons/f/f9/Hawa_Mahal_-_Jaipur_India.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
IND-HER-16,Amer Fort & Palace,आमेर क़िला (Amer Durg),UNESCO World Heritage Site,Hill Fort & Rajput Royal Palace,Rajasthan,"Jaipur District, Amer",26.9855,75.8513,W-RJ-2,"247-001 (Hill Forts of Rajasthan, 2013)",Kachwaha Rajput Clan (Raja Man Singh I & Sawai Jai Singh),1592 – 1727 CE (16th-18th Century),Classical Rajput-Mughal Defensive Palace Architecture,"Yellow and Pink Sandstone, White Marble, Belgian Concave Convex Mirrors, Stucco plaster",Overlooks Maota Lake; Built across 4 courtyard levels connected by fortified ramparts to Jaigarh Fort,"Sheesh Mahal (Mirror Palace where a single candle illuminates the hall), Ganesh Pol Gateway with frescoes, Diwan-i-Aam with 27 pillars, Sukh Niwas water-cooled palace, Maota Lake Kesar Kyari garden","Constructed atop Cheel ka Teela (Hill of Eagles) by Akbar's commander-in-chief Raja Man Singh I. Features subterranean escape tunnels directly connecting Amer Palace to the higher military fortress of Jaigarh Fort, home to the 'Jaivana' cannon, the world's largest wheeled cannon of its era. Withstood multiple regional sieges.",Open 08:00 AM to 05:30 PM; Evening Sound & Light show (English/Hindi). Elephant rides available in morning hours; 4WD jeep transport available.,"Jaigarh Fort (1.5 km), Nahargarh Fort (6 km), Jal Mahal (4 km)",Department of Archaeology and Museums Rajasthan & UNESCO Dossier No. 247,pranavgautam29/indian-historical-monuments; ayushkhaire/indian-forts,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fb/20191219_Fort_Amber%2C_Amer%2C_Jaipur_0955_9481.jpg/960px-20191219_Fort_Amber%2C_Amer%2C_Jaipur_0955_9481.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-17,Charminar,चारमीनार (Charminar),Centrally Protected Monument (ASI),Ceremonial Monumental Gateway & Mosque,Telangana,"Hyderabad District, Old City Hyderabad",17.3616,78.4747,H-TL-1,Tentative List (Monuments of the Deccan Sultanate),Qutb Shahi Dynasty (Muhammad Quli Qutb Shah),1591 CE (Late 16th Century),Indo-Islamic Qutb Shahi Architecture,"Granite, Mortar, Marble plinth, Ground Shell Lime and Pulverized Marble plaster",Height: 48.7 m (160 ft); Square Plan: 20 m on each side; 4 Minarets: 48.7m high with 149 spiral steps,"Four 48-meter High Fluted Minarets, Four Grand Pointed Arches facing cardinal points, Upper Floor Mosque with 45 prayer spaces, Stucco Balustrades, Clock faces added in 1889",Built in 1591 by Sultan Muhammad Quli Qutb Shah to commemorate the eradication of a devastating plague epidemic from the new capital city of Hyderabad. Located at the intersection of historic trade routes connecting Golconda diamond mines to the port of Machilipatnam on the Bay of Bengal.,Open 09:00 AM to 05:30 PM daily. Evening dynamic multi-color LED illumination until 09:00 PM. Accessible by TSRTC buses and Charminar pedestrianised zone.,"Mecca Masjid (150m), Chowmahalla Palace (1 km), Salar Jung Museum (1.5 km)",Archaeological Survey of India (Hyderabad Circle),pranavgautam29/indian-historical-monuments; danushkumarv/indian-monuments-image-dataset,charminar,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c8/Charminar_Hyderabad_111.jpg/960px-Charminar_Hyderabad_111.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-18,Golconda Fort,గోల్కొండ కోట (Golconda Fort),Centrally Protected Monument (ASI),Defensive Citadel & Diamond Trading Fortress,Telangana,"Hyderabad District, Golconda",17.3833,78.4011,H-TL-2,Tentative List (Qutb Shahi Monuments),Kakatiya Dynasty (Origin) & Qutb Shahi Dynasty,1143 – 1687 CE (12th-17th Century),Deccani Military Fortification Architecture,"Granite Cyclopean Blocks, Lime mortar, Basalt cannon bastions",Circumference: 10 km; 87 semi-circular bastions; 8 massive gateways studded with iron anti-elephant spikes,"Fateh Darwaza with Acoustic Handclap Signaling, Bala Hissar Royal Pavilion at summit, Sri Jagadamba Mahakali Temple, Rani Mahal, Aslah Khana (Armory), Kilwat Royal Council Hall","World-renowned epicenter of the historic Golconda diamond trade that yielded the Koh-i-Noor, Hope, and Daria-i-Noor diamonds. Its acoustic marvel at the entrance gate (Fateh Darwaza) allows a handclap at the center dome to echo clearly to the Bala Hissar pavilion 1 km away atop the citadel, alerting defenders to surprise attacks. Withstood an 8-month siege by Mughal Emperor Aurangzeb in 1687 before falling due to internal bribery.",Open 09:00 AM to 05:30 PM. High physical climb (360 stone steps to summit); comfortable footwear and hydration advised. Daily sound & light show in Telugu/Hindi/English.,"Qutb Shahi Tombs (1 km), Taramati Baradari (3 km), Charminar (11 km)",Archaeological Survey of India (Hyderabad Circle),pranavgautam29/indian-historical-monuments; ayushkhaire/indian-forts,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/88/Gates_of_the_Golconda_Fort_in_Golconda%2C_Hyderabad_01.jpg/960px-Gates_of_the_Golconda_Fort_in_Golconda%2C_Hyderabad_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-19,Victoria Memorial Hall,ভিক্টোরিয়া মেমোরিয়াল (Victoria Memorial),National Cultural Institution & Museum,Indo-Saracenic & British Imperial Monument,West Bengal,"Kolkata District, Kolkata",22.5448,88.3426,E-WB-1,National Treasure of India,British Raj (Lord Curzon / Architect William Emerson),1906 – 1921 CE (Early 20th Century),Indo-Saracenic Revival with Italian Renaissance & Mughal Domes,"Makrana White Marble (Same quarry as Taj Mahal), Cast iron framing, Bronze statues",Height: 56 m (184 ft); Grounds: 64 acres with reflecting water bodies,"Rotating Bronze Angel of Victory (3 tonnes, 16ft high), Central Classical Dome flanked by Mughal Chhatris, Queen's Hall with Royal Gallery, Curzon Collection Paintings, Extensive 64-acre Landscaped Gardens","Conceived by Viceroy Lord Curzon following Queen Victoria's death in 1901. Opened to the public in 1921 by the Prince of Wales. Houses over 28,000 artifacts including the world's largest collection of paintings by Thomas and William Daniell, rare Mughal miniature manuscripts, and documents detailing the Indian freedom struggle and the 1857 Sepoy Mutiny.",Gardens open 05:30 AM to 06:00 PM; Museum galleries open 10:00 AM to 06:00 PM (Closed Mondays and National Holidays). Metro: Maidan or Rabindra Sadan Station.,"Indian Museum Kolkata (1.5 km), St. Paul's Cathedral (300m), Birla Planetarium (500m)","Victoria Memorial Hall Trust & Ministry of Culture, Government of India",pranavgautam29/indian-historical-monuments; danushkumarv/indian-monuments-image-dataset,victoria_memorial,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/49/The_Victoria_Memorial_Hall_Kolkata_West_Bengal_India.jpg/960px-The_Victoria_Memorial_Hall_Kolkata_West_Bengal_India.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-20,Golden Temple (Sri Harmandir Sahib),ਸ੍ਰੀ ਹਰਿਮੰਦਰ ਸਾਹਿਬ (Sri Harmandir Sahib),Sacred Living Heritage Sanctuary,Sikh Central Spiritual Gurdwara,Punjab,"Amritsar District, Amritsar",31.62,74.8765,State Heritage / SGPC,Tentative List (Sri Harmandir Sahib),Sikh Gurus (Guru Arjan Dev Ji) & Sikh Empire (Maharaja Ranjit Singh),1581 – 1604 CE; Gilded in 1830 CE,Sikh Architecture (Synthesis of Indo-Islamic and Rajput motifs with four open entrances),"White Marble, Copper plates gilded with 500 kg of pure 24-karat Gold leaf, Pietra Dura floral inlay",Sarovar (Holy Pool): 150m x 150m; Central sanctum: 12.25m x 12.25m accessed via 62m Causeway,"Gilded Gold Fluted Dome, Amrit Sarovar (Nectar Pool), Guru Ram Das Langar Hall (feeds 100,000 daily free), Akal Takht (Seat of Temporal Authority), Dukh Bhanjani Beri (Sacred Jujube Tree), Darshani Deori Gateway","Founded by Guru Ram Das and constructed by Guru Arjan Dev, who invited Muslim Sufi saint Hazrat Mian Mir of Lahore to lay its foundational cornerstone in 1589. Features four entrances facing North, South, East, and West, symbolizing universal acceptance of all castes, creeds, and religions. Rebuilt by the Sikh Misls after being desecrated multiple times by Ahmad Shah Durrani (Abdali). Gilded with 500 kg of gold by Maharaja Ranjit Singh in 1830.","Open 24 hours daily, 365 days a year. Head covering, barefoot walk through foot-cleaning water bath, and modest attire strictly mandatory. Free community langar meal served around the clock.","Jallianwala Bagh (400m), Partition Museum (800m), Gobindgarh Fort (2.5 km)",Shiromani Gurdwara Parbandhak Committee (SGPC) & Punjab Heritage Tourism Board,pranavgautam29/indian-historical-monuments; danushkumarv/indian-monuments-image-dataset,golden_temple,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/06/Amritsar-golden-temple-00.JPG/960px-Amritsar-golden-temple-00.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-21,Meenakshi Amman Temple,மீனாட்சி சுந்தரேசுவரர் கோயில் (Meenakshi Kovil),Centrally Protected Monument (ASI/HR&CE),Monumental Dravidian Temple Complex,Tamil Nadu,"Madurai District, Madurai",9.9195,78.1193,S-TN-3,Tentative List (Great Temple of Madurai),Pandya Dynasty (Origin) & Nayaka Dynasty (Thirumalai Nayak),6th Century BCE (Origin); Rebuilt 1623 – 1659 CE,Late Dravidian Nayaka Temple Architecture,"Granite foundation, Stucco plaster polychromatic statues, Teak wood timbering",Complex Area: 14 acres (5.7 hectares); 14 Gopuram gateway towers; South Gopuram Height: 52 m (170 ft),"14 Soaring Polychromatic Gopurams (Over 33,000 carved stucco figures), Hall of 1000 Pillars (Aayiram Kaal Mandapam) with 985 carved granite columns, Golden Lotus Tank (Porthamarai Kulam), Musical Granite Pillars, Meenakshi and Sundareswarar Sanctums","One of the oldest continuously inhabited sacred temple complexes on earth, forming the epicentre of the ancient lotus-shaped city of Madurai. Sacked in 1310 by Malik Kafur of the Delhi Sultanate, but magnificently rebuilt to cosmic proportions by King Thirumalai Nayak of the Madurai Nayak dynasty in the 17th century. Dedicated to Goddess Meenakshi (Parvati) and Lord Sundareswarar (Shiva).",Open 05:00 AM to 12:30 PM & 04:00 PM to 10:00 PM. Mobile phones and cameras strictly prohibited inside inner sanctum security perimeter. Cloakroom facilities at East and West gates.,"Thirumalai Nayakkar Mahal (1.5 km), Gandhi Memorial Museum Madurai (4 km), Alagar Kovil (21 km)",Hindu Religious and Charitable Endowments (HR&CE) Dept Tamil Nadu,pranavgautam29/indian-historical-monuments; danushkumarv/indian-monuments-image-dataset,meenakshi_temple,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/60/Ganesha_on_Gopuram_in_the_Meenakshi_Temple_at_Madurai.jpg/960px-Ganesha_on_Gopuram_in_the_Meenakshi_Temple_at_Madurai.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-22,Archaeological Site of Nalanda Mahavihara,नालंदा महाविहार (Nalanda University),UNESCO World Heritage Site,Ancient Monastic University & Stupa Complex,Bihar,"Nalanda District, Rajgir",25.1357,85.4451,E-BR-1,1502 (Inscribed 2016),Gupta Empire (Kumaragupta I) & Harsha / Pala Empire,5th Century CE – 1200 CE,Ancient Buddhist Brick Vihara & Chaitya Architecture,"Burnt Red Clay Bricks (Dry-laid with lime-sand mortar), Stucco relief panels, Granite pillar bases",Excavated Area: 12 hectares (Estimated original campus: 16 sq km); 11 Monasteries and 6 Temples,"Sariputta Great Stupa (Temple 3) with Corner Towers, Chaitya 12 with Votive Stupas, Monastic Cells with Stone Beds and Private Cooking Hearths, Central Drainage and Water Wells, Monastic Lecture Halls","The world's premier residential Buddhist university, housing over 10,000 students and 2,000 scholars from China, Korea, Japan, Tibet, Mongolia, Sri Lanka, and Turkey. Visited and documented extensively by Chinese pilgrim Xuanzang (Hiuen Tsang) in the 7th century CE. Destroyed around 1193 CE by Bakhtiyar Khilji, whose troops set fire to its colossal nine-storey library (Dharmaganja), which according to Persian chronicles burned continuously for three months.","Open 09:00 AM to 05:00 PM daily. ASI on-site archaeological museum houses bronzes, seals, and stone statues excavated from the campus.","Hiuen Tsang Memorial Hall (1 km), Rajgir Ropeway and Griddhakuta Peak (12 km), Bodh Gaya (70 km)",Archaeological Survey of India (Patna Circle) & UNESCO Dossier No. 1502,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4e/Temple_3_-_Sariputta_Stupa_-_Brick_Votive_Stupas_-_Nalanda_Mahavihara_%2812%29.jpg/960px-Temple_3_-_Sariputta_Stupa_-_Brick_Votive_Stupas_-_Nalanda_Mahavihara_%2812%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-23,Mahabodhi Temple Complex,महाबोधि मंदिर (Mahabodhi Temple),UNESCO World Heritage Site,Buddhist Grand Stupa & Enlightenment Site,Bihar,"Gaya District, Bodh Gaya",24.696,84.9913,E-BR-2,1056 (Inscribed 2002),Maurya Empire (Ashoka) & Late Gupta / Pala Dynasties,3rd Century BCE (Origin); 5th – 6th Century CE,Classical Brick Shikhara Stupa Architecture,"All-Brick Masonry structure (One of the earliest surviving brick temples in India), Gold plated pinnacle",Grand Pyramid Tower Height: 55 m (180 ft); Enclosed holy grounds: 4.8 hectares,"Sacred Bodhi Tree (Ficus religiosa descendant), Diamond Throne (Vajrasana) of Emperor Ashoka, 55m Brick Main Temple Tower, Animesh Lochan Chaitya, Jewel Walk Cankamana with stone lotus carvings, Muchalinda Lake","Direct location where Siddhartha Gautama attained supreme enlightenment (Bodhi) in 528 BCE to become the Buddha. The original shrine was built by Emperor Ashoka around 260 BCE. The sacred Bodhi Tree standing behind the temple is a direct living descendant of the original pipal tree, replanted via a sapling brought back from Sri Lanka (originally taken there by Emperor Ashoka's daughter Sanghamitta).",Open 05:00 AM to 09:00 PM daily. Meditation allowed in the serene gardens around the Bodhi Tree. Electronics and mobile phones must be deposited at security counters.,"Great Buddha Statue (80-foot, 1 km), Dungeshwari Cave Temples (12 km), Gaya Vishnupad Temple (13 km)",Bodhgaya Temple Management Committee (BTMC) & Archaeological Survey of India (Patna Circle),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/96/1847_drawing_by_Kittoe%2C_Buddhist_Bodhgaya_Mahabodhi_temple_complex%2C_Bihar_01.jpg/960px-1847_drawing_by_Kittoe%2C_Buddhist_Bodhgaya_Mahabodhi_temple_complex%2C_Bihar_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-24,Elephanta Caves,घारापुरीची लेणी (Elephanta Caves),UNESCO World Heritage Site,Island Rock-Cut Cave Temple Sanctuary,Maharashtra,"Mumbai Harbour, Raigad District",18.9633,72.9315,W-MH-A3,244 (Inscribed 1987),Kalachuri Dynasty & Konkan Mauryas / Rashtrakutas,5th – 8th Century CE,Monolithic Basalt Rock-Cut Shaivite Architecture,Solid Basaltic Rock Hill (Gharapuri Island),Main Cave 1 (Maheshmurti Cave): 39 m square pillared mandapa carved deep into hill,"Trimurti (Sadashiva) 6-meter Colossal 3-Headed Shiva Relief, Shiva Nataraja Dancing, Gangadhara Shiva catching Ganga in locks, Ardhanarishvara (Half-male half-female), Linga Shrine with Dvarapala Guardians","Located on Gharapuri Island in Mumbai Harbour. Named 'Elephanta' by 16th-century Portuguese explorers after a colossal monolithic stone elephant found near the landing point. The colossal 6-meter high Trimurti bust represents the three essential cosmic aspects of Shiva: Creator (Aghora/Bhairava), Preserver (Tatpurusha), and Destroyer (Vamadeva). Defaced by Portuguese soldiers who used the stone reliefs for target practice in the 17th century.",Open 09:00 AM to 05:30 PM (Closed Mondays). Accessed via 1-hour scenic ferry from Gateway of India (Colaba). Mini toy train runs from the jetty to cave flight steps.,"Gateway of India (ferry point), Colaba Causeway (ferry point), Kanheri Caves (Sanjay Gandhi NP, 45 km)",Archaeological Survey of India (Mumbai Circle) & UNESCO Dossier No. 244,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d9/Elephanta_Caves_Trimurti.jpg/960px-Elephanta_Caves_Trimurti.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-25,Group of Monuments at Pattadakal,ಪಟ್ಟದಕಲ್ಲು ಸ್ಮಾರಕಗಳು (Pattadakal),UNESCO World Heritage Site,Chalukya Coronation Sanctuary & Temple Laboratory,Karnataka,"Bagalkot District, Badami Taluk",15.9493,75.8164,S-KA-2,239 (Inscribed 1987),Early Chalukya Dynasty (Vikramaditya II & Queen Lokamahadevi),7th – 8th Century CE,Vesara Hybrid Architecture (Confluence of Nagara North Indian and Dravida South Indian styles),"Dressed Reddish Sandstone ashlar blocks without mortar, Malaprabha riverbed stone",Complex of 10 major temples on the west bank of the Malaprabha River,"Virupaksha Temple with Dravidian Vimana, Mallikarjuna Temple, Sangameshwara Temple (Oldest), Kadasiddheshwara Temple with Nagara Shikhara, Papanatha Temple with mixed style, Monolithic Nandi Mandapas",Pattadakal served as the ceremonial site where Chalukyan kings were anointed and crowned (Patta-Kisuvolal). Architecturally revolutionary as the testing ground where North Indian curvilinear Nagara spires and South Indian stepped pyramidal Dravidian towers were built directly side by side by royal guild master architects Gundan Anivaritachari.,Open 06:00 AM to 06:00 PM daily. Part of the Golden Triangle of Chalukyan architecture alongside Aihole and Badami.,"Badami Cave Temples (22 km), Aihole Temple Complex (14 km), Mahakuta Temples (12 km)",Archaeological Survey of India (Dharwad Circle) & UNESCO Dossier No. 239,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/ff/Nandi_in_the_Pattadakal_temple_complex%2CPattadakal%2CKarnataka%2CIndia_July%2C2019.jpg/960px-Nandi_in_the_Pattadakal_temple_complex%2CPattadakal%2CKarnataka%2CIndia_July%2C2019.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
